district,year,month,hottest_month_name,week_of_year,weekly_max_temperature_C,days_in_week
Ampara,2010,3,March,9,30.8,4
Ampara,2010,3,March,10,32.1,7
Ampara,2010,3,March,11,31.3,7
Ampara,2010,3,March,12,32.3,7
Ampara,2010,3,March,13,32.6,6
Ampara,2011,6,June,22,32.6,3
Ampara,2011,6,June,23,33.7,7
Ampara,2011,6,June,24,34.7,7
Ampara,2011,6,June,25,35.2,7
Ampara,2011,6,June,26,35.1,6
Ampara,2012,5,May,18,33.3,5
Ampara,2012,5,May,19,34.2,7
Ampara,2012,5,May,20,34.2,7
Ampara,2012,5,May,21,36.2,7
Ampara,2012,5,May,22,36.4,5
Ampara,2013,4,April,13,31.2,1
Ampara,2013,4,April,14,33.3,7
Ampara,2013,4,April,15,32.8,7
Ampara,2013,4,April,16,33.6,7
Ampara,2013,4,April,17,32.8,7
Ampara,2013,4,April,18,31.8,1
Ampara,2014,4,April,13,32.4,1
Ampara,2014,4,April,14,32.1,7
Ampara,2014,4,April,15,32.9,7
Ampara,2014,4,April,16,32.3,7
Ampara,2014,4,April,17,33.5,7
Ampara,2014,4,April,18,31.4,1
Ampara,2015,7,July,26,32.7,1
Ampara,2015,7,July,27,34.9,7
Ampara,2015,7,July,28,34.9,7
Ampara,2015,7,July,29,35.1,7
Ampara,2015,7,July,30,34.2,7
Ampara,2015,7,July,31,33.9,2
Ampara,2016,4,April,14,33.3,7
Ampara,2016,4,April,15,33.7,7
Ampara,2016,4,April,16,32.9,7
Ampara,2016,4,April,17,35.3,7
Ampara,2016,4,April,18,32.2,2
Ampara,2017,4,April,13,32.9,1
Ampara,2017,4,April,14,33.4,7
Ampara,2017,4,April,15,35.6,7
Ampara,2017,4,April,16,35.8,7
Ampara,2017,4,April,17,35.0,7
Ampara,2017,4,April,18,32.8,1
Ampara,2018,4,April,13,31.8,1
Ampara,2018,4,April,14,31.4,7
Ampara,2018,4,April,15,30.7,7
Ampara,2018,4,April,16,32.6,7
Ampara,2018,4,April,17,32.2,7
Ampara,2018,4,April,18,32.7,1
Ampara,2019,5,May,18,36.6,6
Ampara,2019,5,May,19,37.4,7
Ampara,2019,5,May,20,37.0,7
Ampara,2019,5,May,21,36.3,7
Ampara,2019,5,May,22,37.4,4
Ampara,2020,3,March,9,31.4,3
Ampara,2020,3,March,10,32.4,7
Ampara,2020,3,March,11,32.2,7
Ampara,2020,3,March,12,32.7,7
Ampara,2020,3,March,13,32.8,7
Ampara,2021,4,April,13,35.0,1
Ampara,2021,4,April,14,35.0,7
Ampara,2021,4,April,15,32.5,7
Ampara,2021,4,April,16,32.8,7
Ampara,2021,4,April,17,33.7,7
Ampara,2021,4,April,18,31.5,1
Ampara,2022,3,March,9,29.8,4
Ampara,2022,3,March,10,31.9,7
Ampara,2022,3,March,11,31.3,7
Ampara,2022,3,March,12,33.7,7
Ampara,2022,3,March,13,33.0,6
Ampara,2023,8,August,31,38.7,5
Ampara,2023,8,August,32,38.3,7
Ampara,2023,8,August,33,38.3,7
Ampara,2023,8,August,34,37.8,7
Ampara,2023,8,August,35,37.7,5
Ampara,2024,4,April,14,34.7,7
Ampara,2024,4,April,15,34.4,7
Ampara,2024,4,April,16,34.7,7
Ampara,2024,4,April,17,35.1,7
Ampara,2024,4,April,18,34.1,2
Anuradhapura,2010,3,March,9,34.6,4
Anuradhapura,2010,3,March,10,35.5,7
Anuradhapura,2010,3,March,11,36.0,7
Anuradhapura,2010,3,March,12,36.2,7
Anuradhapura,2010,3,March,13,33.1,6
Anuradhapura,2011,6,June,22,30.6,3
Anuradhapura,2011,6,June,23,32.3,7
Anuradhapura,2011,6,June,24,32.0,7
Anuradhapura,2011,6,June,25,33.9,7
Anuradhapura,2011,6,June,26,34.3,6
Anuradhapura,2012,5,May,18,32.2,5
Anuradhapura,2012,5,May,19,34.9,7
Anuradhapura,2012,5,May,20,34.9,7
Anuradhapura,2012,5,May,21,34.0,7
Anuradhapura,2012,5,May,22,33.8,5
Anuradhapura,2013,4,April,13,33.3,1
Anuradhapura,2013,4,April,14,34.9,7
Anuradhapura,2013,4,April,15,35.0,7
Anuradhapura,2013,4,April,16,35.2,7
Anuradhapura,2013,4,April,17,33.3,7
Anuradhapura,2013,4,April,18,33.4,1
Anuradhapura,2014,4,April,13,35.6,1
Anuradhapura,2014,4,April,14,35.9,7
Anuradhapura,2014,4,April,15,34.2,7
Anuradhapura,2014,4,April,16,34.7,7
Anuradhapura,2014,4,April,17,34.2,7
Anuradhapura,2014,4,April,18,32.1,1
Anuradhapura,2015,7,July,26,30.7,1
Anuradhapura,2015,7,July,27,32.2,7
Anuradhapura,2015,7,July,28,33.8,7
Anuradhapura,2015,7,July,29,32.1,7
Anuradhapura,2015,7,July,30,32.7,7
Anuradhapura,2015,7,July,31,32.2,2
Anuradhapura,2016,4,April,14,35.5,7
Anuradhapura,2016,4,April,15,35.8,7
Anuradhapura,2016,4,April,16,34.8,7
Anuradhapura,2016,4,April,17,36.0,7
Anuradhapura,2016,4,April,18,36.1,2
Anuradhapura,2017,4,April,13,34.7,1
Anuradhapura,2017,4,April,14,36.2,7
Anuradhapura,2017,4,April,15,36.6,7
Anuradhapura,2017,4,April,16,36.2,7
Anuradhapura,2017,4,April,17,37.4,7
Anuradhapura,2017,4,April,18,37.3,1
Anuradhapura,2018,4,April,13,34.9,1
Anuradhapura,2018,4,April,14,36.4,7
Anuradhapura,2018,4,April,15,33.9,7
Anuradhapura,2018,4,April,16,34.7,7
Anuradhapura,2018,4,April,17,35.9,7
Anuradhapura,2018,4,April,18,34.2,1
Anuradhapura,2019,5,May,18,34.0,6
Anuradhapura,2019,5,May,19,35.9,7
Anuradhapura,2019,5,May,20,34.6,7
Anuradhapura,2019,5,May,21,34.9,7
Anuradhapura,2019,5,May,22,36.2,4
Anuradhapura,2020,3,March,9,33.8,3
Anuradhapura,2020,3,March,10,34.3,7
Anuradhapura,2020,3,March,11,34.2,7
Anuradhapura,2020,3,March,12,35.6,7
Anuradhapura,2020,3,March,13,35.8,7
Anuradhapura,2021,4,April,13,34.7,1
Anuradhapura,2021,4,April,14,36.4,7
Anuradhapura,2021,4,April,15,32.7,7
Anuradhapura,2021,4,April,16,32.6,7
Anuradhapura,2021,4,April,17,33.7,7
Anuradhapura,2021,4,April,18,32.6,1
Anuradhapura,2022,3,March,9,31.0,4
Anuradhapura,2022,3,March,10,32.4,7
Anuradhapura,2022,3,March,11,33.7,7
Anuradhapura,2022,3,March,12,33.9,7
Anuradhapura,2022,3,March,13,34.3,6
Anuradhapura,2023,8,August,31,36.4,5
Anuradhapura,2023,8,August,32,37.0,7
Anuradhapura,2023,8,August,33,34.4,7
Anuradhapura,2023,8,August,34,37.2,7
Anuradhapura,2023,8,August,35,35.9,5
Anuradhapura,2024,4,April,14,37.4,7
Anuradhapura,2024,4,April,15,37.2,7
Anuradhapura,2024,4,April,16,36.7,7
Anuradhapura,2024,4,April,17,37.5,7
Anuradhapura,2024,4,April,18,36.7,2
Badulla,2010,3,March,9,28.7,4
Badulla,2010,3,March,10,30.4,7
Badulla,2010,3,March,11,29.8,7
Badulla,2010,3,March,12,29.9,7
Badulla,2010,3,March,13,29.2,6
Badulla,2011,6,June,22,30.2,3
Badulla,2011,6,June,23,31.1,7
Badulla,2011,6,June,24,31.7,7
Badulla,2011,6,June,25,32.3,7
Badulla,2011,6,June,26,32.5,6
Badulla,2012,5,May,18,30.7,5
Badulla,2012,5,May,19,31.6,7
Badulla,2012,5,May,20,33.3,7
Badulla,2012,5,May,21,33.6,7
Badulla,2012,5,May,22,34.2,5
Badulla,2013,4,April,13,28.4,1
Badulla,2013,4,April,14,29.9,7
Badulla,2013,4,April,15,29.5,7
Badulla,2013,4,April,16,29.9,7
Badulla,2013,4,April,17,28.5,7
Badulla,2013,4,April,18,28.4,1
Badulla,2014,4,April,13,30.0,1
Badulla,2014,4,April,14,29.8,7
Badulla,2014,4,April,15,29.6,7
Badulla,2014,4,April,16,30.5,7
Badulla,2014,4,April,17,30.2,7
Badulla,2014,4,April,18,27.0,1
Badulla,2015,7,July,26,29.7,1
Badulla,2015,7,July,27,31.6,7
Badulla,2015,7,July,28,31.8,7
Badulla,2015,7,July,29,30.6,7
Badulla,2015,7,July,30,31.6,7
Badulla,2015,7,July,31,31.8,2
Badulla,2016,4,April,14,30.2,7
Badulla,2016,4,April,15,31.4,7
Badulla,2016,4,April,16,31.4,7
Badulla,2016,4,April,17,33.2,7
Badulla,2016,4,April,18,30.5,2
Badulla,2017,4,April,13,28.1,1
Badulla,2017,4,April,14,29.2,7
Badulla,2017,4,April,15,30.0,7
Badulla,2017,4,April,16,31.5,7
Badulla,2017,4,April,17,32.3,7
Badulla,2017,4,April,18,30.5,1
Badulla,2018,4,April,13,27.2,1
Badulla,2018,4,April,14,28.1,7
Badulla,2018,4,April,15,27.5,7
Badulla,2018,4,April,16,27.8,7
Badulla,2018,4,April,17,28.3,7
Badulla,2018,4,April,18,28.6,1
Badulla,2019,5,May,18,30.9,6
Badulla,2019,5,May,19,31.4,7
Badulla,2019,5,May,20,32.0,7
Badulla,2019,5,May,21,30.6,7
Badulla,2019,5,May,22,31.3,4
Badulla,2020,3,March,9,27.5,3
Badulla,2020,3,March,10,27.8,7
Badulla,2020,3,March,11,28.4,7
Badulla,2020,3,March,12,28.9,7
Badulla,2020,3,March,13,29.3,7
Badulla,2021,4,April,13,29.5,1
Badulla,2021,4,April,14,30.8,7
Badulla,2021,4,April,15,27.2,7
Badulla,2021,4,April,16,28.0,7
Badulla,2021,4,April,17,28.8,7
Badulla,2021,4,April,18,27.3,1
Badulla,2022,3,March,9,25.8,4
Badulla,2022,3,March,10,27.0,7
Badulla,2022,3,March,11,27.6,7
Badulla,2022,3,March,12,29.6,7
Badulla,2022,3,March,13,28.6,6
Badulla,2023,8,August,31,33.2,5
Badulla,2023,8,August,32,32.5,7
Badulla,2023,8,August,33,32.0,7
Badulla,2023,8,August,34,33.2,7
Badulla,2023,8,August,35,32.2,5
Badulla,2024,4,April,14,31.3,7
Badulla,2024,4,April,15,30.8,7
Badulla,2024,4,April,16,31.0,7
Badulla,2024,4,April,17,31.2,7
Badulla,2024,4,April,18,30.1,2
Bandarawela,2010,3,March,9,27.2,4
Bandarawela,2010,3,March,10,28.9,7
Bandarawela,2010,3,March,11,28.6,7
Bandarawela,2010,3,March,12,28.7,7
Bandarawela,2010,3,March,13,26.2,6
Bandarawela,2011,6,June,22,26.3,3
Bandarawela,2011,6,June,23,27.2,7
Bandarawela,2011,6,June,24,26.8,7
Bandarawela,2011,6,June,25,28.1,7
Bandarawela,2011,6,June,26,27.9,6
Bandarawela,2012,5,May,18,26.1,5
Bandarawela,2012,5,May,19,27.5,7
Bandarawela,2012,5,May,20,28.3,7
Bandarawela,2012,5,May,21,27.7,7
Bandarawela,2012,5,May,22,27.3,5
Bandarawela,2013,4,April,13,26.0,1
Bandarawela,2013,4,April,14,27.0,7
Bandarawela,2013,4,April,15,26.7,7
Bandarawela,2013,4,April,16,26.9,7
Bandarawela,2013,4,April,17,25.7,7
Bandarawela,2013,4,April,18,25.6,1
Bandarawela,2014,4,April,13,28.9,1
Bandarawela,2014,4,April,14,29.1,7
Bandarawela,2014,4,April,15,27.6,7
Bandarawela,2014,4,April,16,27.5,7
Bandarawela,2014,4,April,17,26.4,7
Bandarawela,2014,4,April,18,25.1,1
Bandarawela,2015,7,July,26,26.2,1
Bandarawela,2015,7,July,27,27.4,7
Bandarawela,2015,7,July,28,27.7,7
Bandarawela,2015,7,July,29,26.6,7
Bandarawela,2015,7,July,30,27.6,7
Bandarawela,2015,7,July,31,27.2,2
Bandarawela,2016,4,April,14,27.5,7
Bandarawela,2016,4,April,15,27.7,7
Bandarawela,2016,4,April,16,27.6,7
Bandarawela,2016,4,April,17,29.1,7
Bandarawela,2016,4,April,18,27.4,2
Bandarawela,2017,4,April,13,25.0,1
Bandarawela,2017,4,April,14,26.2,7
Bandarawela,2017,4,April,15,28.1,7
Bandarawela,2017,4,April,16,28.6,7
Bandarawela,2017,4,April,17,28.0,7
Bandarawela,2017,4,April,18,27.3,1
Bandarawela,2018,4,April,13,24.3,1
Bandarawela,2018,4,April,14,25.6,7
Bandarawela,2018,4,April,15,23.9,7
Bandarawela,2018,4,April,16,24.7,7
Bandarawela,2018,4,April,17,25.8,7
Bandarawela,2018,4,April,18,25.4,1
Bandarawela,2019,5,May,18,27.1,6
Bandarawela,2019,5,May,19,26.4,7
Bandarawela,2019,5,May,20,26.7,7
Bandarawela,2019,5,May,21,25.9,7
Bandarawela,2019,5,May,22,26.0,4
Bandarawela,2020,3,March,9,26.2,3
Bandarawela,2020,3,March,10,25.9,7
Bandarawela,2020,3,March,11,27.7,7
Bandarawela,2020,3,March,12,26.8,7
Bandarawela,2020,3,March,13,27.7,7
Bandarawela,2021,4,April,13,25.9,1
Bandarawela,2021,4,April,14,26.7,7
Bandarawela,2021,4,April,15,23.7,7
Bandarawela,2021,4,April,16,24.5,7
Bandarawela,2021,4,April,17,24.6,7
Bandarawela,2021,4,April,18,23.7,1
Bandarawela,2022,3,March,9,23.4,4
Bandarawela,2022,3,March,10,24.5,7
Bandarawela,2022,3,March,11,24.4,7
Bandarawela,2022,3,March,12,26.1,7
Bandarawela,2022,3,March,13,24.7,6
Bandarawela,2023,8,August,31,29.9,5
Bandarawela,2023,8,August,32,29.0,7
Bandarawela,2023,8,August,33,27.5,7
Bandarawela,2023,8,August,34,28.8,7
Bandarawela,2023,8,August,35,27.1,5
Bandarawela,2024,4,April,14,26.5,7
Bandarawela,2024,4,April,15,26.4,7
Bandarawela,2024,4,April,16,26.4,7
Bandarawela,2024,4,April,17,27.0,7
Bandarawela,2024,4,April,18,25.7,2
Batticaloa,2010,3,March,9,30.3,4
Batticaloa,2010,3,March,10,31.8,7
Batticaloa,2010,3,March,11,30.9,7
Batticaloa,2010,3,March,12,31.8,7
Batticaloa,2010,3,March,13,31.7,6
Batticaloa,2011,6,June,22,33.3,3
Batticaloa,2011,6,June,23,34.3,7
Batticaloa,2011,6,June,24,34.8,7
Batticaloa,2011,6,June,25,35.1,7
Batticaloa,2011,6,June,26,35.2,6
Batticaloa,2012,5,May,18,33.1,5
Batticaloa,2012,5,May,19,34.1,7
Batticaloa,2012,5,May,20,33.7,7
Batticaloa,2012,5,May,21,35.9,7
Batticaloa,2012,5,May,22,35.8,5
Batticaloa,2013,4,April,13,30.9,1
Batticaloa,2013,4,April,14,32.7,7
Batticaloa,2013,4,April,15,32.6,7
Batticaloa,2013,4,April,16,33.8,7
Batticaloa,2013,4,April,17,32.8,7
Batticaloa,2013,4,April,18,31.9,1
Batticaloa,2014,4,April,13,31.5,1
Batticaloa,2014,4,April,14,31.8,7
Batticaloa,2014,4,April,15,32.4,7
Batticaloa,2014,4,April,16,31.8,7
Batticaloa,2014,4,April,17,32.9,7
Batticaloa,2014,4,April,18,31.3,1
Batticaloa,2015,7,July,26,32.5,1
Batticaloa,2015,7,July,27,35.5,7
Batticaloa,2015,7,July,28,34.9,7
Batticaloa,2015,7,July,29,35.6,7
Batticaloa,2015,7,July,30,34.3,7
Batticaloa,2015,7,July,31,33.8,2
Batticaloa,2016,4,April,14,32.8,7
Batticaloa,2016,4,April,15,34.0,7
Batticaloa,2016,4,April,16,33.2,7
Batticaloa,2016,4,April,17,35.2,7
Batticaloa,2016,4,April,18,32.6,2
Batticaloa,2017,4,April,13,31.1,1
Batticaloa,2017,4,April,14,32.0,7
Batticaloa,2017,4,April,15,34.4,7
Batticaloa,2017,4,April,16,34.6,7
Batticaloa,2017,4,April,17,34.5,7
Batticaloa,2017,4,April,18,33.1,1
Batticaloa,2018,4,April,13,31.1,1
Batticaloa,2018,4,April,14,30.6,7
Batticaloa,2018,4,April,15,30.3,7
Batticaloa,2018,4,April,16,32.1,7
Batticaloa,2018,4,April,17,31.9,7
Batticaloa,2018,4,April,18,32.0,1
Batticaloa,2019,5,May,18,35.3,6
Batticaloa,2019,5,May,19,34.9,7
Batticaloa,2019,5,May,20,34.2,7
Batticaloa,2019,5,May,21,35.0,7
Batticaloa,2019,5,May,22,35.1,4
Batticaloa,2020,3,March,9,30.2,3
Batticaloa,2020,3,March,10,31.3,7
Batticaloa,2020,3,March,11,31.6,7
Batticaloa,2020,3,March,12,32.0,7
Batticaloa,2020,3,March,13,31.6,7
Batticaloa,2021,4,April,13,32.6,1
Batticaloa,2021,4,April,14,33.6,7
Batticaloa,2021,4,April,15,32.2,7
Batticaloa,2021,4,April,16,32.1,7
Batticaloa,2021,4,April,17,33.2,7
Batticaloa,2021,4,April,18,30.8,1
Batticaloa,2022,3,March,9,29.6,4
Batticaloa,2022,3,March,10,30.0,7
Batticaloa,2022,3,March,11,30.9,7
Batticaloa,2022,3,March,12,32.5,7
Batticaloa,2022,3,March,13,32.8,6
Batticaloa,2023,8,August,31,36.9,5
Batticaloa,2023,8,August,32,35.6,7
Batticaloa,2023,8,August,33,35.7,7
Batticaloa,2023,8,August,34,36.0,7
Batticaloa,2023,8,August,35,34.4,5
Batticaloa,2024,4,April,14,33.8,7
Batticaloa,2024,4,April,15,33.5,7
Batticaloa,2024,4,April,16,32.3,7
Batticaloa,2024,4,April,17,34.1,7
Batticaloa,2024,4,April,18,33.3,2
Colombo,2010,3,March,9,32.7,4
Colombo,2010,3,March,10,34.9,7
Colombo,2010,3,March,11,34.0,7
Colombo,2010,3,March,12,34.4,7
Colombo,2010,3,March,13,32.2,6
Colombo,2011,6,June,22,29.3,3
Colombo,2011,6,June,23,29.3,7
Colombo,2011,6,June,24,29.5,7
Colombo,2011,6,June,25,29.7,7
Colombo,2011,6,June,26,29.5,6
Colombo,2012,5,May,18,30.2,5
Colombo,2012,5,May,19,30.5,7
Colombo,2012,5,May,20,30.5,7
Colombo,2012,5,May,21,29.9,7
Colombo,2012,5,May,22,29.4,5
Colombo,2013,4,April,13,30.9,1
Colombo,2013,4,April,14,32.0,7
Colombo,2013,4,April,15,31.5,7
Colombo,2013,4,April,16,31.4,7
Colombo,2013,4,April,17,31.3,7
Colombo,2013,4,April,18,31.1,1
Colombo,2014,4,April,13,32.2,1
Colombo,2014,4,April,14,32.9,7
Colombo,2014,4,April,15,30.9,7
Colombo,2014,4,April,16,31.4,7
Colombo,2014,4,April,17,30.9,7
Colombo,2014,4,April,18,28.9,1
Colombo,2015,7,July,26,29.7,1
Colombo,2015,7,July,27,29.8,7
Colombo,2015,7,July,28,29.6,7
Colombo,2015,7,July,29,29.0,7
Colombo,2015,7,July,30,29.2,7
Colombo,2015,7,July,31,29.0,2
Colombo,2016,4,April,14,33.6,7
Colombo,2016,4,April,15,33.8,7
Colombo,2016,4,April,16,33.2,7
Colombo,2016,4,April,17,33.5,7
Colombo,2016,4,April,18,33.2,2
Colombo,2017,4,April,13,30.9,1
Colombo,2017,4,April,14,30.6,7
Colombo,2017,4,April,15,31.2,7
Colombo,2017,4,April,16,31.3,7
Colombo,2017,4,April,17,31.4,7
Colombo,2017,4,April,18,32.1,1
Colombo,2018,4,April,13,30.5,1
Colombo,2018,4,April,14,30.8,7
Colombo,2018,4,April,15,31.6,7
Colombo,2018,4,April,16,30.7,7
Colombo,2018,4,April,17,30.9,7
Colombo,2018,4,April,18,29.8,1
Colombo,2019,5,May,18,31.1,6
Colombo,2019,5,May,19,31.1,7
Colombo,2019,5,May,20,31.1,7
Colombo,2019,5,May,21,30.3,7
Colombo,2019,5,May,22,30.6,4
Colombo,2020,3,March,9,32.3,3
Colombo,2020,3,March,10,33.0,7
Colombo,2020,3,March,11,32.1,7
Colombo,2020,3,March,12,32.5,7
Colombo,2020,3,March,13,33.1,7
Colombo,2021,4,April,13,30.3,1
Colombo,2021,4,April,14,31.0,7
Colombo,2021,4,April,15,30.9,7
Colombo,2021,4,April,16,30.3,7
Colombo,2021,4,April,17,30.9,7
Colombo,2021,4,April,18,30.1,1
Colombo,2022,3,March,9,34.9,4
Colombo,2022,3,March,10,32.6,7
Colombo,2022,3,March,11,33.2,7
Colombo,2022,3,March,12,30.7,7
Colombo,2022,3,March,13,31.8,6
Colombo,2023,8,August,31,28.9,5
Colombo,2023,8,August,32,29.1,7
Colombo,2023,8,August,33,29.4,7
Colombo,2023,8,August,34,29.8,7
Colombo,2023,8,August,35,30.1,5
Colombo,2024,4,April,14,33.9,7
Colombo,2024,4,April,15,34.2,7
Colombo,2024,4,April,16,32.3,7
Colombo,2024,4,April,17,32.6,7
Colombo,2024,4,April,18,32.3,2
Galle,2010,3,March,9,31.0,4
Galle,2010,3,March,10,32.7,7
Galle,2010,3,March,11,31.5,7
Galle,2010,3,March,12,31.4,7
Galle,2010,3,March,13,30.8,6
Galle,2011,6,June,22,28.6,3
Galle,2011,6,June,23,28.9,7
Galle,2011,6,June,24,28.9,7
Galle,2011,6,June,25,29.1,7
Galle,2011,6,June,26,28.6,6
Galle,2012,5,May,18,29.5,5
Galle,2012,5,May,19,30.0,7
Galle,2012,5,May,20,29.9,7
Galle,2012,5,May,21,29.0,7
Galle,2012,5,May,22,28.1,5
Galle,2013,4,April,13,29.6,1
Galle,2013,4,April,14,30.5,7
Galle,2013,4,April,15,30.4,7
Galle,2013,4,April,16,30.2,7
Galle,2013,4,April,17,30.0,7
Galle,2013,4,April,18,30.0,1
Galle,2014,4,April,13,30.1,1
Galle,2014,4,April,14,30.5,7
Galle,2014,4,April,15,30.0,7
Galle,2014,4,April,16,30.3,7
Galle,2014,4,April,17,29.9,7
Galle,2014,4,April,18,28.5,1
Galle,2015,7,July,26,28.8,1
Galle,2015,7,July,27,29.3,7
Galle,2015,7,July,28,29.2,7
Galle,2015,7,July,29,28.5,7
Galle,2015,7,July,30,28.9,7
Galle,2015,7,July,31,28.6,2
Galle,2016,4,April,14,30.9,7
Galle,2016,4,April,15,31.3,7
Galle,2016,4,April,16,30.8,7
Galle,2016,4,April,17,31.0,7
Galle,2016,4,April,18,30.6,2
Galle,2017,4,April,13,29.9,1
Galle,2017,4,April,14,30.5,7
Galle,2017,4,April,15,30.2,7
Galle,2017,4,April,16,30.5,7
Galle,2017,4,April,17,30.5,7
Galle,2017,4,April,18,30.3,1
Galle,2018,4,April,13,29.4,1
Galle,2018,4,April,14,30.8,7
Galle,2018,4,April,15,30.7,7
Galle,2018,4,April,16,31.0,7
Galle,2018,4,April,17,30.1,7
Galle,2018,4,April,18,29.1,1
Galle,2019,5,May,18,29.9,6
Galle,2019,5,May,19,30.2,7
Galle,2019,5,May,20,30.1,7
Galle,2019,5,May,21,29.7,7
Galle,2019,5,May,22,29.8,4
Galle,2020,3,March,9,31.2,3
Galle,2020,3,March,10,33.5,7
Galle,2020,3,March,11,33.8,7
Galle,2020,3,March,12,33.0,7
Galle,2020,3,March,13,33.2,7
