district,year,month,hottest_month_name,week_of_year,weekly_max_temperature_C,days_in_week
Galle,2021,4,April,13,29.9,1
Galle,2021,4,April,14,30.9,7
Galle,2021,4,April,15,30.1,7
Galle,2021,4,April,16,29.9,7
Galle,2021,4,April,17,29.9,7
Galle,2021,4,April,18,29.6,1
Galle,2022,3,March,9,30.4,4
Galle,2022,3,March,10,31.1,7
Galle,2022,3,March,11,29.4,7
Galle,2022,3,March,12,30.2,7
Galle,2022,3,March,13,30.6,6
Galle,2023,8,August,31,29.2,5
Galle,2023,8,August,32,29.4,7
Galle,2023,8,August,33,29.4,7
Galle,2023,8,August,34,29.9,7
Galle,2023,8,August,35,30.0,5
Galle,2024,4,April,14,31.5,7
Galle,2024,4,April,15,34.0,7
Galle,2024,4,April,16,31.9,7
Galle,2024,4,April,17,31.9,7
Galle,2024,4,April,18,31.5,2
Gampaha,2010,3,March,9,34.3,4
Gampaha,2010,3,March,10,36.5,7
Gampaha,2010,3,March,11,35.2,7
Gampaha,2010,3,March,12,35.3,7
Gampaha,2010,3,March,13,32.1,6
Gampaha,2011,6,June,22,29.4,3
Gampaha,2011,6,June,23,29.3,7
Gampaha,2011,6,June,24,29.6,7
Gampaha,2011,6,June,25,29.8,7
Gampaha,2011,6,June,26,29.9,6
Gampaha,2012,5,May,18,30.4,5
Gampaha,2012,5,May,19,31.1,7
Gampaha,2012,5,May,20,31.0,7
Gampaha,2012,5,May,21,29.9,7
Gampaha,2012,5,May,22,29.8,5
Gampaha,2013,4,April,13,30.9,1
Gampaha,2013,4,April,14,32.2,7
Gampaha,2013,4,April,15,32.0,7
Gampaha,2013,4,April,16,31.7,7
Gampaha,2013,4,April,17,31.2,7
Gampaha,2013,4,April,18,31.0,1
Gampaha,2014,4,April,13,32.8,1
Gampaha,2014,4,April,14,34.1,7
Gampaha,2014,4,April,15,30.8,7
Gampaha,2014,4,April,16,31.6,7
Gampaha,2014,4,April,17,31.5,7
Gampaha,2014,4,April,18,29.3,1
Gampaha,2015,7,July,26,29.8,1
Gampaha,2015,7,July,27,29.7,7
Gampaha,2015,7,July,28,29.5,7
Gampaha,2015,7,July,29,29.0,7
Gampaha,2015,7,July,30,29.4,7
Gampaha,2015,7,July,31,29.2,2
Gampaha,2016,4,April,14,33.8,7
Gampaha,2016,4,April,15,33.7,7
Gampaha,2016,4,April,16,33.3,7
Gampaha,2016,4,April,17,33.5,7
Gampaha,2016,4,April,18,33.8,2
Gampaha,2017,4,April,13,31.3,1
Gampaha,2017,4,April,14,31.6,7
Gampaha,2017,4,April,15,31.4,7
Gampaha,2017,4,April,16,31.8,7
Gampaha,2017,4,April,17,31.5,7
Gampaha,2017,4,April,18,32.6,1
Gampaha,2018,4,April,13,31.2,1
Gampaha,2018,4,April,14,32.3,7
Gampaha,2018,4,April,15,32.2,7
Gampaha,2018,4,April,16,32.0,7
Gampaha,2018,4,April,17,31.4,7
Gampaha,2018,4,April,18,30.7,1
Gampaha,2019,5,May,18,31.6,6
Gampaha,2019,5,May,19,31.4,7
Gampaha,2019,5,May,20,31.5,7
Gampaha,2019,5,May,21,31.2,7
Gampaha,2019,5,May,22,30.7,4
Gampaha,2020,3,March,9,35.3,3
Gampaha,2020,3,March,10,34.9,7
Gampaha,2020,3,March,11,34.0,7
Gampaha,2020,3,March,12,33.7,7
Gampaha,2020,3,March,13,34.2,7
Gampaha,2021,4,April,13,31.0,1
Gampaha,2021,4,April,14,33.0,7
Gampaha,2021,4,April,15,32.1,7
Gampaha,2021,4,April,16,31.1,7
Gampaha,2021,4,April,17,31.8,7
Gampaha,2021,4,April,18,31.1,1
Gampaha,2022,3,March,9,34.6,4
Gampaha,2022,3,March,10,34.2,7
Gampaha,2022,3,March,11,34.1,7
Gampaha,2022,3,March,12,31.3,7
Gampaha,2022,3,March,13,32.7,6
Gampaha,2023,8,August,31,29.7,5
Gampaha,2023,8,August,32,30.0,7
Gampaha,2023,8,August,33,30.1,7
Gampaha,2023,8,August,34,30.7,7
Gampaha,2023,8,August,35,30.6,5
Gampaha,2024,4,April,14,34.4,7
Gampaha,2024,4,April,15,36.2,7
Gampaha,2024,4,April,16,33.0,7
Gampaha,2024,4,April,17,33.5,7
Gampaha,2024,4,April,18,33.3,2
Hambantota,2010,3,March,9,31.7,4
Hambantota,2010,3,March,10,33.2,7
Hambantota,2010,3,March,11,32.9,7
Hambantota,2010,3,March,12,33.1,7
Hambantota,2010,3,March,13,32.0,6
Hambantota,2011,6,June,22,31.0,3
Hambantota,2011,6,June,23,31.8,7
Hambantota,2011,6,June,24,31.7,7
Hambantota,2011,6,June,25,33.1,7
Hambantota,2011,6,June,26,32.7,6
Hambantota,2012,5,May,18,31.9,5
Hambantota,2012,5,May,19,33.3,7
Hambantota,2012,5,May,20,33.5,7
Hambantota,2012,5,May,21,32.8,7
Hambantota,2012,5,May,22,31.8,5
Hambantota,2013,4,April,13,31.0,1
Hambantota,2013,4,April,14,32.6,7
Hambantota,2013,4,April,15,31.4,7
Hambantota,2013,4,April,16,32.8,7
Hambantota,2013,4,April,17,32.4,7
Hambantota,2013,4,April,18,31.0,1
Hambantota,2014,4,April,13,33.8,1
Hambantota,2014,4,April,14,33.8,7
Hambantota,2014,4,April,15,33.5,7
Hambantota,2014,4,April,16,33.6,7
Hambantota,2014,4,April,17,32.2,7
Hambantota,2014,4,April,18,31.3,1
Hambantota,2015,7,July,26,31.5,1
Hambantota,2015,7,July,27,32.9,7
Hambantota,2015,7,July,28,33.0,7
Hambantota,2015,7,July,29,32.5,7
Hambantota,2015,7,July,30,32.6,7
Hambantota,2015,7,July,31,31.9,2
Hambantota,2016,4,April,14,32.4,7
Hambantota,2016,4,April,15,33.4,7
Hambantota,2016,4,April,16,32.2,7
Hambantota,2016,4,April,17,32.4,7
Hambantota,2016,4,April,18,31.9,2
Hambantota,2017,4,April,13,31.1,1
Hambantota,2017,4,April,14,33.8,7
Hambantota,2017,4,April,15,34.6,7
Hambantota,2017,4,April,16,35.2,7
Hambantota,2017,4,April,17,33.3,7
Hambantota,2017,4,April,18,31.8,1
Hambantota,2018,4,April,13,30.8,1
Hambantota,2018,4,April,14,31.0,7
Hambantota,2018,4,April,15,30.3,7
Hambantota,2018,4,April,16,30.9,7
Hambantota,2018,4,April,17,31.2,7
Hambantota,2018,4,April,18,30.8,1
Hambantota,2019,5,May,18,32.2,6
Hambantota,2019,5,May,19,33.8,7
Hambantota,2019,5,May,20,32.8,7
Hambantota,2019,5,May,21,32.0,7
Hambantota,2019,5,May,22,32.6,4
Hambantota,2020,3,March,9,31.9,3
Hambantota,2020,3,March,10,32.1,7
Hambantota,2020,3,March,11,32.8,7
Hambantota,2020,3,March,12,32.6,7
Hambantota,2020,3,March,13,32.4,7
Hambantota,2021,4,April,13,32.3,1
Hambantota,2021,4,April,14,35.2,7
Hambantota,2021,4,April,15,31.9,7
Hambantota,2021,4,April,16,32.0,7
Hambantota,2021,4,April,17,32.8,7
Hambantota,2021,4,April,18,31.3,1
Hambantota,2022,3,March,9,33.8,4
Hambantota,2022,3,March,10,33.2,7
Hambantota,2022,3,March,11,32.1,7
Hambantota,2022,3,March,12,33.4,7
Hambantota,2022,3,March,13,31.5,6
Hambantota,2023,8,August,31,34.0,5
Hambantota,2023,8,August,32,34.0,7
Hambantota,2023,8,August,33,33.6,7
Hambantota,2023,8,August,34,33.8,7
Hambantota,2023,8,August,35,32.2,5
Hambantota,2024,4,April,14,31.9,7
Hambantota,2024,4,April,15,33.8,7
Hambantota,2024,4,April,16,32.4,7
Hambantota,2024,4,April,17,32.6,7
Hambantota,2024,4,April,18,31.3,2
Jaffna,2010,3,March,9,29.6,4
Jaffna,2010,3,March,10,31.3,7
Jaffna,2010,3,March,11,31.4,7
Jaffna,2010,3,March,12,31.9,7
Jaffna,2010,3,March,13,32.2,6
Jaffna,2011,6,June,22,30.5,3
Jaffna,2011,6,June,23,31.1,7
Jaffna,2011,6,June,24,31.1,7
Jaffna,2011,6,June,25,31.7,7
Jaffna,2011,6,June,26,32.4,6
Jaffna,2012,5,May,18,30.7,5
Jaffna,2012,5,May,19,32.3,7
Jaffna,2012,5,May,20,31.8,7
Jaffna,2012,5,May,21,31.6,7
Jaffna,2012,5,May,22,31.3,5
Jaffna,2013,4,April,13,31.2,1
Jaffna,2013,4,April,14,32.8,7
Jaffna,2013,4,April,15,32.4,7
Jaffna,2013,4,April,16,33.3,7
Jaffna,2013,4,April,17,32.6,7
Jaffna,2013,4,April,18,32.8,1
Jaffna,2014,4,April,13,32.1,1
Jaffna,2014,4,April,14,32.4,7
Jaffna,2014,4,April,15,32.8,7
Jaffna,2014,4,April,16,32.7,7
Jaffna,2014,4,April,17,32.5,7
Jaffna,2014,4,April,18,30.4,1
Jaffna,2015,7,July,26,30.5,1
Jaffna,2015,7,July,27,31.4,7
Jaffna,2015,7,July,28,32.0,7
Jaffna,2015,7,July,29,31.0,7
Jaffna,2015,7,July,30,30.8,7
Jaffna,2015,7,July,31,30.3,2
Jaffna,2016,4,April,14,33.0,7
Jaffna,2016,4,April,15,33.6,7
Jaffna,2016,4,April,16,32.8,7
Jaffna,2016,4,April,17,33.6,7
Jaffna,2016,4,April,18,32.8,2
Jaffna,2017,4,April,13,32.5,1
Jaffna,2017,4,April,14,33.6,7
Jaffna,2017,4,April,15,33.1,7
Jaffna,2017,4,April,16,32.5,7
Jaffna,2017,4,April,17,32.5,7
Jaffna,2017,4,April,18,33.1,1
Jaffna,2018,4,April,13,31.7,1
Jaffna,2018,4,April,14,33.4,7
Jaffna,2018,4,April,15,32.2,7
Jaffna,2018,4,April,16,33.1,7
Jaffna,2018,4,April,17,33.3,7
Jaffna,2018,4,April,18,32.2,1
Jaffna,2019,5,May,18,32.7,6
Jaffna,2019,5,May,19,32.2,7
Jaffna,2019,5,May,20,32.2,7
Jaffna,2019,5,May,21,32.2,7
Jaffna,2019,5,May,22,33.2,4
Jaffna,2020,3,March,9,31.2,3
Jaffna,2020,3,March,10,32.2,7
Jaffna,2020,3,March,11,33.1,7
Jaffna,2020,3,March,12,33.3,7
Jaffna,2020,3,March,13,33.2,7
Jaffna,2021,4,April,13,31.9,1
Jaffna,2021,4,April,14,33.6,7
Jaffna,2021,4,April,15,31.8,7
Jaffna,2021,4,April,16,31.6,7
Jaffna,2021,4,April,17,32.1,7
Jaffna,2021,4,April,18,31.4,1
Jaffna,2022,3,March,9,29.8,4
Jaffna,2022,3,March,10,30.3,7
Jaffna,2022,3,March,11,31.2,7
Jaffna,2022,3,March,12,33.1,7
Jaffna,2022,3,March,13,31.8,6
Jaffna,2023,8,August,31,33.1,5
Jaffna,2023,8,August,32,33.2,7
Jaffna,2023,8,August,33,31.3,7
Jaffna,2023,8,August,34,32.0,7
Jaffna,2023,8,August,35,33.1,5
Jaffna,2024,4,April,14,34.5,7
Jaffna,2024,4,April,15,35.1,7
Jaffna,2024,4,April,16,34.8,7
Jaffna,2024,4,April,17,37.0,7
Jaffna,2024,4,April,18,35.9,2
Kalutara,2010,3,March,9,30.9,4
Kalutara,2010,3,March,10,32.8,7
Kalutara,2010,3,March,11,32.5,7
Kalutara,2010,3,March,12,32.1,7
Kalutara,2010,3,March,13,31.3,6
Kalutara,2011,6,June,22,28.8,3
Kalutara,2011,6,June,23,29.0,7
Kalutara,2011,6,June,24,29.0,7
Kalutara,2011,6,June,25,29.3,7
Kalutara,2011,6,June,26,29.0,6
Kalutara,2012,5,May,18,30.0,5
Kalutara,2012,5,May,19,30.2,7
Kalutara,2012,5,May,20,30.0,7
Kalutara,2012,5,May,21,29.4,7
Kalutara,2012,5,May,22,28.8,5
Kalutara,2013,4,April,13,30.1,1
Kalutara,2013,4,April,14,31.0,7
Kalutara,2013,4,April,15,30.8,7
Kalutara,2013,4,April,16,30.5,7
Kalutara,2013,4,April,17,30.7,7
Kalutara,2013,4,April,18,30.5,1
Kalutara,2014,4,April,13,31.5,1
Kalutara,2014,4,April,14,32.2,7
Kalutara,2014,4,April,15,30.2,7
Kalutara,2014,4,April,16,30.7,7
Kalutara,2014,4,April,17,30.3,7
Kalutara,2014,4,April,18,28.7,1
Kalutara,2015,7,July,26,29.3,1
Kalutara,2015,7,July,27,29.4,7
Kalutara,2015,7,July,28,29.2,7
Kalutara,2015,7,July,29,28.7,7
Kalutara,2015,7,July,30,28.9,7
Kalutara,2015,7,July,31,28.8,2
Kalutara,2016,4,April,14,32.1,7
Kalutara,2016,4,April,15,32.8,7
Kalutara,2016,4,April,16,32.1,7
Kalutara,2016,4,April,17,32.3,7
Kalutara,2016,4,April,18,31.6,2
Kalutara,2017,4,April,13,30.8,1
Kalutara,2017,4,April,14,30.6,7
Kalutara,2017,4,April,15,30.9,7
Kalutara,2017,4,April,16,30.8,7
Kalutara,2017,4,April,17,30.5,7
Kalutara,2017,4,April,18,30.6,1
Kalutara,2018,4,April,13,30.2,1
Kalutara,2018,4,April,14,31.0,7
Kalutara,2018,4,April,15,30.7,7
Kalutara,2018,4,April,16,31.5,7
Kalutara,2018,4,April,17,30.8,7
Kalutara,2018,4,April,18,29.7,1
Kalutara,2019,5,May,18,31.1,6
Kalutara,2019,5,May,19,30.8,7
Kalutara,2019,5,May,20,30.6,7
Kalutara,2019,5,May,21,30.3,7
Kalutara,2019,5,May,22,30.3,4
Kalutara,2020,3,March,9,32.0,3
Kalutara,2020,3,March,10,32.2,7
Kalutara,2020,3,March,11,32.7,7
Kalutara,2020,3,March,12,32.2,7
Kalutara,2020,3,March,13,32.5,7
Kalutara,2021,4,April,13,30.3,1
Kalutara,2021,4,April,14,31.1,7
Kalutara,2021,4,April,15,30.9,7
Kalutara,2021,4,April,16,29.9,7
Kalutara,2021,4,April,17,30.5,7
Kalutara,2021,4,April,18,29.8,1
Kalutara,2022,3,March,9,32.1,4
Kalutara,2022,3,March,10,32.2,7
Kalutara,2022,3,March,11,30.5,7
Kalutara,2022,3,March,12,30.2,7
Kalutara,2022,3,March,13,31.7,6
Kalutara,2023,8,August,31,29.4,5
Kalutara,2023,8,August,32,29.4,7
Kalutara,2023,8,August,33,29.7,7
Kalutara,2023,8,August,34,29.9,7
Kalutara,2023,8,August,35,29.9,5
Kalutara,2024,4,April,14,33.2,7
Kalutara,2024,4,April,15,33.0,7
Kalutara,2024,4,April,16,32.2,7
Kalutara,2024,4,April,17,32.9,7
Kalutara,2024,4,April,18,32.5,2
Kandy,2010,3,March,9,31.7,4
Kandy,2010,3,March,10,32.2,7
Kandy,2010,3,March,11,32.6,7
Kandy,2010,3,March,12,33.1,7
Kandy,2010,3,March,13,29.6,6
Kandy,2011,6,June,22,28.3,3
Kandy,2011,6,June,23,28.4,7
Kandy,2011,6,June,24,28.7,7
Kandy,2011,6,June,25,28.6,7
Kandy,2011,6,June,26,29.2,6
Kandy,2012,5,May,18,28.2,5
Kandy,2012,5,May,19,30.8,7
Kandy,2012,5,May,20,30.5,7
Kandy,2012,5,May,21,29.6,7
Kandy,2012,5,May,22,29.5,5
Kandy,2013,4,April,13,29.3,1
Kandy,2013,4,April,14,30.4,7
Kandy,2013,4,April,15,30.6,7
Kandy,2013,4,April,16,29.6,7
Kandy,2013,4,April,17,28.9,7
Kandy,2013,4,April,18,29.3,1
Kandy,2014,4,April,13,32.3,1
Kandy,2014,4,April,14,32.9,7
Kandy,2014,4,April,15,30.2,7
Kandy,2014,4,April,16,30.7,7
Kandy,2014,4,April,17,30.5,7
Kandy,2014,4,April,18,28.0,1
Kandy,2015,7,July,26,27.7,1
Kandy,2015,7,July,27,28.2,7
Kandy,2015,7,July,28,28.5,7
Kandy,2015,7,July,29,26.7,7
Kandy,2015,7,July,30,28.1,7
Kandy,2015,7,July,31,27.8,2
Kandy,2016,4,April,14,32.2,7
Kandy,2016,4,April,15,33.1,7
Kandy,2016,4,April,16,32.6,7
Kandy,2016,4,April,17,32.3,7
Kandy,2016,4,April,18,31.3,2
Kandy,2017,4,April,13,31.2,1
Kandy,2017,4,April,14,34.3,7
Kandy,2017,4,April,15,33.4,7
Kandy,2017,4,April,16,31.2,7
Kandy,2017,4,April,17,34.3,7
Kandy,2017,4,April,18,34.9,1
Kandy,2018,4,April,13,31.0,1
Kandy,2018,4,April,14,33.3,7
Kandy,2018,4,April,15,31.3,7
Kandy,2018,4,April,16,33.6,7
Kandy,2018,4,April,17,32.4,7
Kandy,2018,4,April,18,30.2,1
Kandy,2019,5,May,18,30.5,6
Kandy,2019,5,May,19,32.2,7
Kandy,2019,5,May,20,31.6,7
Kandy,2019,5,May,21,31.9,7
Kandy,2019,5,May,22,32.2,4
Kandy,2020,3,March,9,34.3,3
Kandy,2020,3,March,10,33.1,7
Kandy,2020,3,March,11,34.5,7
Kandy,2020,3,March,12,34.5,7
Kandy,2020,3,March,13,33.8,7
Kandy,2021,4,April,13,30.8,1
Kandy,2021,4,April,14,33.8,7
Kandy,2021,4,April,15,30.3,7
Kandy,2021,4,April,16,29.5,7
Kandy,2021,4,April,17,31.3,7
Kandy,2021,4,April,18,29.8,1
Kandy,2022,3,March,9,29.7,4
Kandy,2022,3,March,10,32.1,7
Kandy,2022,3,March,11,31.5,7
Kandy,2022,3,March,12,30.9,7
Kandy,2022,3,March,13,32.5,6
Kandy,2023,8,August,31,30.9,5
Kandy,2023,8,August,32,31.9,7
Kandy,2023,8,August,33,30.9,7
Kandy,2023,8,August,34,32.2,7
Kandy,2023,8,August,35,31.7,5
Kandy,2024,4,April,14,35.5,7
Kandy,2024,4,April,15,35.9,7
Kandy,2024,4,April,16,35.3,7
Kandy,2024,4,April,17,35.9,7
Kandy,2024,4,April,18,34.4,2
Kegalle,2010,3,March,9,34.5,4
Kegalle,2010,3,March,10,35.8,7
Kegalle,2010,3,March,11,35.1,7
Kegalle,2010,3,March,12,36.0,7
Kegalle,2010,3,March,13,31.2,6
Kegalle,2011,6,June,22,28.0,3
Kegalle,2011,6,June,23,28.4,7
Kegalle,2011,6,June,24,28.4,7
Kegalle,2011,6,June,25,28.6,7
Kegalle,2011,6,June,26,29.0,6
Kegalle,2012,5,May,18,29.5,5
Kegalle,2012,5,May,19,31.0,7
Kegalle,2012,5,May,20,30.7,7
Kegalle,2012,5,May,21,29.5,7
Kegalle,2012,5,May,22,29.5,5
Kegalle,2013,4,April,13,30.5,1
Kegalle,2013,4,April,14,31.9,7
Kegalle,2013,4,April,15,32.2,7
Kegalle,2013,4,April,16,31.4,7
Kegalle,2013,4,April,17,30.6,7
Kegalle,2013,4,April,18,30.0,1
Kegalle,2014,4,April,13,33.6,1
Kegalle,2014,4,April,14,34.9,7
Kegalle,2014,4,April,15,30.0,7
Kegalle,2014,4,April,16,30.8,7
Kegalle,2014,4,April,17,31.0,7
Kegalle,2014,4,April,18,29.3,1
Kegalle,2015,7,July,26,28.4,1
Kegalle,2015,7,July,27,28.4,7
Kegalle,2015,7,July,28,28.5,7
Kegalle,2015,7,July,29,28.2,7
Kegalle,2015,7,July,30,28.6,7
Kegalle,2015,7,July,31,28.3,2
Kegalle,2016,4,April,14,34.4,7
Kegalle,2016,4,April,15,33.8,7
Kegalle,2016,4,April,16,33.5,7
Kegalle,2016,4,April,17,32.1,7
Kegalle,2016,4,April,18,33.1,2
Kegalle,2017,4,April,13,32.4,1
Kegalle,2017,4,April,14,33.9,7
Kegalle,2017,4,April,15,32.0,7
Kegalle,2017,4,April,16,32.8,7
Kegalle,2017,4,April,17,33.5,7
Kegalle,2017,4,April,18,35.1,1
Kegalle,2018,4,April,13,32.4,1
Kegalle,2018,4,April,14,34.9,7
Kegalle,2018,4,April,15,31.8,7
Kegalle,2018,4,April,16,33.2,7
Kegalle,2018,4,April,17,33.2,7
Kegalle,2018,4,April,18,30.8,1
Kegalle,2019,5,May,18,31.4,6
Kegalle,2019,5,May,19,31.4,7
Kegalle,2019,5,May,20,31.3,7
Kegalle,2019,5,May,21,31.2,7
Kegalle,2019,5,May,22,30.7,4
Kegalle,2020,3,March,9,36.7,3
Kegalle,2020,3,March,10,36.6,7
Kegalle,2020,3,March,11,37.0,7
Kegalle,2020,3,March,12,36.5,7
Kegalle,2020,3,March,13,35.7,7
Kegalle,2021,4,April,13,31.3,1
Kegalle,2021,4,April,14,36.0,7
Kegalle,2021,4,April,15,32.6,7
Kegalle,2021,4,April,16,31.2,7
Kegalle,2021,4,April,17,32.1,7
Kegalle,2021,4,April,18,31.2,1
Kegalle,2022,3,March,9,33.1,4
Kegalle,2022,3,March,10,35.5,7
Kegalle,2022,3,March,11,33.7,7
Kegalle,2022,3,March,12,32.5,7
Kegalle,2022,3,March,13,34.2,6
Kegalle,2023,8,August,31,30.9,5
Kegalle,2023,8,August,32,31.7,7
Kegalle,2023,8,August,33,31.9,7
Kegalle,2023,8,August,34,32.8,7
Kegalle,2023,8,August,35,31.7,5
Kegalle,2024,4,April,14,36.8,7
Kegalle,2024,4,April,15,38.4,7
Kegalle,2024,4,April,16,34.1,7
Kegalle,2024,4,April,17,36.5,7
Kegalle,2024,4,April,18,34.4,2
Kilinochchi[1],2010,3,March,9,32.1,4
Kilinochchi[1],2010,3,March,10,33.8,7
Kilinochchi[1],2010,3,March,11,34.0,7
Kilinochchi[1],2010,3,March,12,34.1,7
Kilinochchi[1],2010,3,March,13,33.9,6
Kilinochchi[1],2011,6,June,22,32.7,3
Kilinochchi[1],2011,6,June,23,34.0,7
Kilinochchi[1],2011,6,June,24,33.6,7
Kilinochchi[1],2011,6,June,25,35.4,7
Kilinochchi[1],2011,6,June,26,35.3,6
Kilinochchi[1],2012,5,May,18,33.0,5
Kilinochchi[1],2012,5,May,19,36.1,7
Kilinochchi[1],2012,5,May,20,36.1,7
Kilinochchi[1],2012,5,May,21,35.5,7
Kilinochchi[1],2012,5,May,22,34.6,5
Kilinochchi[1],2013,4,April,13,32.9,1
Kilinochchi[1],2013,4,April,14,35.3,7
Kilinochchi[1],2013,4,April,15,34.5,7
Kilinochchi[1],2013,4,April,16,36.0,7
Kilinochchi[1],2013,4,April,17,34.8,7
Kilinochchi[1],2013,4,April,18,34.2,1
Kilinochchi[1],2014,4,April,13,34.6,1
Kilinochchi[1],2014,4,April,14,34.7,7
Kilinochchi[1],2014,4,April,15,34.3,7
Kilinochchi[1],2014,4,April,16,34.5,7
Kilinochchi[1],2014,4,April,17,34.7,7
Kilinochchi[1],2014,4,April,18,32.0,1
Kilinochchi[1],2015,7,July,26,33.0,1
Kilinochchi[1],2015,7,July,27,34.3,7
Kilinochchi[1],2015,7,July,28,34.7,7
Kilinochchi[1],2015,7,July,29,33.4,7
Kilinochchi[1],2015,7,July,30,33.7,7
Kilinochchi[1],2015,7,July,31,33.1,2
Kilinochchi[1],2016,4,April,14,34.5,7
Kilinochchi[1],2016,4,April,15,36.3,7
Kilinochchi[1],2016,4,April,16,34.6,7
Kilinochchi[1],2016,4,April,17,36.8,7
Kilinochchi[1],2016,4,April,18,35.2,2
Kilinochchi[1],2017,4,April,13,35.3,1
Kilinochchi[1],2017,4,April,14,36.3,7
Kilinochchi[1],2017,4,April,15,37.1,7
Kilinochchi[1],2017,4,April,16,37.7,7
Kilinochchi[1],2017,4,April,17,37.3,7
Kilinochchi[1],2017,4,April,18,35.1,1
Kilinochchi[1],2018,4,April,13,35.7,1
Kilinochchi[1],2018,4,April,14,34.6,7
Kilinochchi[1],2018,4,April,15,32.9,7
Kilinochchi[1],2018,4,April,16,36.4,7
Kilinochchi[1],2018,4,April,17,37.9,7
Kilinochchi[1],2018,4,April,18,37.5,1
Kilinochchi[1],2019,5,May,18,37.0,6
Kilinochchi[1],2019,5,May,19,38.1,7
Kilinochchi[1],2019,5,May,20,36.7,7
Kilinochchi[1],2019,5,May,21,36.3,7
