district,year,month,month_name,week_of_year,weekly_max_temp,days_in_week
Nuwara Eliya,2015,5,May,20,21.9,7
Nuwara Eliya,2015,5,May,21,23.9,7
Nuwara Eliya,2015,5,May,22,23.3,4
Nuwara Eliya,2016,3,March,9,23.6,3
Nuwara Eliya,2016,3,March,10,24.6,7
Nuwara Eliya,2016,3,March,11,26.3,7
Nuwara Eliya,2016,3,March,12,27.1,7
Nuwara Eliya,2016,3,March,13,26.0,7
Nuwara Eliya,2017,4,April,13,20.8,1
Nuwara Eliya,2017,4,April,14,21.5,7
Nuwara Eliya,2017,4,April,15,21.6,7
Nuwara Eliya,2017,4,April,16,23.3,7
Nuwara Eliya,2017,4,April,17,23.6,7
Nuwara Eliya,2017,4,April,18,23.7,1
Nuwara Eliya,2018,4,April,13,21.5,1
Nuwara Eliya,2018,4,April,14,22.1,7
Nuwara Eliya,2018,4,April,15,20.9,7
Nuwara Eliya,2018,4,April,16,22.1,7
Nuwara Eliya,2018,4,April,17,22.6,7
Nuwara Eliya,2018,4,April,18,22.2,1
Nuwara Eliya,2019,4,April,13,23.0,1
Nuwara Eliya,2019,4,April,14,22.8,7
Nuwara Eliya,2019,4,April,15,23.0,7
Nuwara Eliya,2019,4,April,16,22.2,7
Nuwara Eliya,2019,4,April,17,21.2,7
Nuwara Eliya,2019,4,April,18,18.3,1
Nuwara Eliya,2020,3,March,9,22.8,3
Nuwara Eliya,2020,3,March,10,23.9,7
Nuwara Eliya,2020,3,March,11,24.9,7
Nuwara Eliya,2020,3,March,12,23.8,7
Nuwara Eliya,2020,3,March,13,24.2,7
Nuwara Eliya,2021,4,April,13,21.7,1
Nuwara Eliya,2021,4,April,14,23.0,7
Nuwara Eliya,2021,4,April,15,19.4,7
Nuwara Eliya,2021,4,April,16,20.4,7
Nuwara Eliya,2021,4,April,17,21.2,7
Nuwara Eliya,2021,4,April,18,19.5,1
Nuwara Eliya,2022,3,March,9,19.8,4
Nuwara Eliya,2022,3,March,10,21.9,7
Nuwara Eliya,2022,3,March,11,21.8,7
Nuwara Eliya,2022,3,March,12,21.9,7
Nuwara Eliya,2022,3,March,13,22.5,6
Nuwara Eliya,2023,4,April,13,20.9,1
Nuwara Eliya,2023,4,April,14,21.4,7
Nuwara Eliya,2023,4,April,15,22.6,7
Nuwara Eliya,2023,4,April,16,22.9,7
Nuwara Eliya,2023,4,April,17,21.5,7
Nuwara Eliya,2023,4,April,18,20.7,1
Nuwara Eliya,2024,4,April,14,24.2,7
Nuwara Eliya,2024,4,April,15,23.6,7
Nuwara Eliya,2024,4,April,16,23.5,7
Nuwara Eliya,2024,4,April,17,24.0,7
Nuwara Eliya,2024,4,April,18,22.9,2
Polonnaruwa,2010,6,June,22,37.0,3
Polonnaruwa,2010,6,June,23,36.7,7
Polonnaruwa,2010,6,June,24,35.3,7
Polonnaruwa,2010,6,June,25,35.2,7
Polonnaruwa,2010,6,June,26,34.5,6
Polonnaruwa,2011,9,September,35,34.0,2
Polonnaruwa,2011,9,September,36,35.4,7
Polonnaruwa,2011,9,September,37,33.7,7
Polonnaruwa,2011,9,September,38,35.7,7
Polonnaruwa,2011,9,September,39,36.8,7
Polonnaruwa,2012,5,May,18,34.5,5
Polonnaruwa,2012,5,May,19,37.1,7
Polonnaruwa,2012,5,May,20,37.4,7
Polonnaruwa,2012,5,May,21,36.4,7
Polonnaruwa,2012,5,May,22,36.0,5
Polonnaruwa,2013,8,August,31,34.6,5
Polonnaruwa,2013,8,August,32,34.4,7
Polonnaruwa,2013,8,August,33,34.7,7
Polonnaruwa,2013,8,August,34,35.0,7
Polonnaruwa,2013,8,August,35,37.5,5
Polonnaruwa,2014,6,June,22,34.8,3
Polonnaruwa,2014,6,June,23,34.1,7
Polonnaruwa,2014,6,June,24,35.8,7
Polonnaruwa,2014,6,June,25,34.7,7
Polonnaruwa,2014,6,June,26,35.7,6
Polonnaruwa,2015,8,August,31,35.1,5
Polonnaruwa,2015,8,August,32,35.2,7
Polonnaruwa,2015,8,August,33,36.2,7
Polonnaruwa,2015,8,August,34,34.1,7
Polonnaruwa,2015,8,August,35,36.0,5
Polonnaruwa,2016,4,April,14,35.3,7
Polonnaruwa,2016,4,April,15,36.3,7
Polonnaruwa,2016,4,April,16,36.1,7
Polonnaruwa,2016,4,April,17,38.0,7
Polonnaruwa,2016,4,April,18,35.2,2
Polonnaruwa,2017,4,April,13,33.2,1
Polonnaruwa,2017,4,April,14,35.0,7
Polonnaruwa,2017,4,April,15,36.1,7
Polonnaruwa,2017,4,April,16,38.0,7
Polonnaruwa,2017,4,April,17,38.7,7
Polonnaruwa,2017,4,April,18,36.7,1
Polonnaruwa,2018,9,September,35,35.0,2
Polonnaruwa,2018,9,September,36,37.7,7
Polonnaruwa,2018,9,September,37,37.5,7
Polonnaruwa,2018,9,September,38,37.1,7
Polonnaruwa,2018,9,September,39,33.7,7
Polonnaruwa,2019,5,May,18,36.9,6
Polonnaruwa,2019,5,May,19,38.5,7
Polonnaruwa,2019,5,May,20,37.4,7
Polonnaruwa,2019,5,May,21,36.6,7
Polonnaruwa,2019,5,May,22,38.3,4
Polonnaruwa,2020,6,June,22,36.2,2
Polonnaruwa,2020,6,June,23,36.6,7
Polonnaruwa,2020,6,June,24,36.0,7
Polonnaruwa,2020,6,June,25,36.4,7
Polonnaruwa,2020,6,June,26,35.5,7
Polonnaruwa,2021,9,September,35,35.0,2
Polonnaruwa,2021,9,September,36,35.6,7
Polonnaruwa,2021,9,September,37,36.3,7
Polonnaruwa,2021,9,September,38,36.4,7
Polonnaruwa,2021,9,September,39,34.2,7
Polonnaruwa,2022,7,July,26,36.3,1
Polonnaruwa,2022,7,July,27,37.2,7
Polonnaruwa,2022,7,July,28,34.9,7
Polonnaruwa,2022,7,July,29,36.4,7
Polonnaruwa,2022,7,July,30,34.9,7
Polonnaruwa,2022,7,July,31,33.9,2
Polonnaruwa,2023,8,August,31,38.6,5
Polonnaruwa,2023,8,August,32,39.5,7
Polonnaruwa,2023,8,August,33,37.2,7
Polonnaruwa,2023,8,August,34,39.0,7
Polonnaruwa,2023,8,August,35,37.8,5
Polonnaruwa,2024,4,April,14,38.0,7
Polonnaruwa,2024,4,April,15,38.1,7
Polonnaruwa,2024,4,April,16,39.0,7
Polonnaruwa,2024,4,April,17,39.0,7
Polonnaruwa,2024,4,April,18,36.3,2
Puttalam,2010,3,March,9,33.2,4
Puttalam,2010,3,March,10,34.9,7
Puttalam,2010,3,March,11,34.4,7
Puttalam,2010,3,March,12,34.8,7
Puttalam,2010,3,March,13,31.8,6
Puttalam,2011,3,March,9,30.4,4
Puttalam,2011,3,March,10,31.5,7
Puttalam,2011,3,March,11,32.7,7
Puttalam,2011,3,March,12,31.6,7
Puttalam,2011,3,March,13,32.2,6
Puttalam,2012,3,March,9,32.4,3
Puttalam,2012,3,March,10,32.4,7
Puttalam,2012,3,March,11,33.0,7
Puttalam,2012,3,March,12,32.8,7
Puttalam,2012,3,March,13,33.2,7
Puttalam,2013,4,April,13,30.6,1
Puttalam,2013,4,April,14,31.8,7
Puttalam,2013,4,April,15,32.1,7
Puttalam,2013,4,April,16,31.6,7
Puttalam,2013,4,April,17,31.2,7
Puttalam,2013,4,April,18,31.1,1
Puttalam,2014,3,March,9,33.2,4
Puttalam,2014,3,March,10,33.8,7
Puttalam,2014,3,March,11,34.4,7
Puttalam,2014,3,March,12,34.8,7
Puttalam,2014,3,March,13,35.2,6
Puttalam,2015,3,March,9,31.4,4
Puttalam,2015,3,March,10,32.9,7
Puttalam,2015,3,March,11,32.3,7
Puttalam,2015,3,March,12,33.1,7
Puttalam,2015,3,March,13,33.5,6
Puttalam,2016,3,March,9,34.0,3
Puttalam,2016,3,March,10,33.8,7
Puttalam,2016,3,March,11,34.6,7
Puttalam,2016,3,March,12,34.3,7
Puttalam,2016,3,March,13,35.1,7
Puttalam,2017,4,April,13,30.5,1
Puttalam,2017,4,April,14,31.9,7
Puttalam,2017,4,April,15,31.3,7
Puttalam,2017,4,April,16,31.9,7
Puttalam,2017,4,April,17,32.2,7
Puttalam,2017,4,April,18,32.7,1
Puttalam,2018,3,March,9,32.7,4
Puttalam,2018,3,March,10,32.8,7
Puttalam,2018,3,March,11,33.5,7
Puttalam,2018,3,March,12,34.8,7
Puttalam,2018,3,March,13,32.6,6
Puttalam,2019,3,March,9,34.6,4
Puttalam,2019,3,March,10,33.0,7
Puttalam,2019,3,March,11,34.8,7
Puttalam,2019,3,March,12,36.0,7
Puttalam,2019,3,March,13,35.8,6
Puttalam,2020,3,March,9,33.9,3
Puttalam,2020,3,March,10,34.1,7
Puttalam,2020,3,March,11,35.7,7
Puttalam,2020,3,March,12,35.7,7
Puttalam,2020,3,March,13,34.6,7
Puttalam,2021,3,March,9,33.3,4
Puttalam,2021,3,March,10,33.7,7
Puttalam,2021,3,March,11,33.6,7
Puttalam,2021,3,March,12,33.8,7
Puttalam,2021,3,March,13,33.2,6
Puttalam,2022,2,February,5,32.1,4
Puttalam,2022,2,February,6,33.1,7
Puttalam,2022,2,February,7,30.8,7
Puttalam,2022,2,February,8,32.1,7
Puttalam,2022,2,February,9,32.6,3
Puttalam,2023,8,August,31,33.2,5
Puttalam,2023,8,August,32,33.9,7
Puttalam,2023,8,August,33,32.0,7
Puttalam,2023,8,August,34,33.4,7
Puttalam,2023,8,August,35,32.9,5
Puttalam,2024,3,March,9,34.9,3
Puttalam,2024,3,March,10,34.3,7
Puttalam,2024,3,March,11,36.2,7
Puttalam,2024,3,March,12,36.5,7
Puttalam,2024,3,March,13,35.2,7
Ratnapura,2010,3,March,9,30.6,4
Ratnapura,2010,3,March,10,32.9,7
Ratnapura,2010,3,March,11,32.3,7
Ratnapura,2010,3,March,12,31.2,7
Ratnapura,2010,3,March,13,30.4,6
Ratnapura,2011,3,March,9,29.4,4
Ratnapura,2011,3,March,10,29.6,7
Ratnapura,2011,3,March,11,30.9,7
Ratnapura,2011,3,March,12,29.7,7
Ratnapura,2011,3,March,13,29.9,6
Ratnapura,2012,3,March,9,30.2,3
Ratnapura,2012,3,March,10,29.6,7
Ratnapura,2012,3,March,11,29.3,7
Ratnapura,2012,3,March,12,29.3,7
Ratnapura,2012,3,March,13,29.9,7
Ratnapura,2013,4,April,13,29.5,1
Ratnapura,2013,4,April,14,30.7,7
Ratnapura,2013,4,April,15,30.4,7
Ratnapura,2013,4,April,16,30.2,7
Ratnapura,2013,4,April,17,30.1,7
Ratnapura,2013,4,April,18,29.9,1
Ratnapura,2014,3,March,9,32.6,4
Ratnapura,2014,3,March,10,32.4,7
Ratnapura,2014,3,March,11,33.7,7
Ratnapura,2014,3,March,12,33.0,7
Ratnapura,2014,3,March,13,33.9,6
Ratnapura,2015,3,March,9,29.7,4
Ratnapura,2015,3,March,10,30.8,7
Ratnapura,2015,3,March,11,30.9,7
Ratnapura,2015,3,March,12,31.4,7
Ratnapura,2015,3,March,13,32.0,6
Ratnapura,2016,3,March,9,31.9,3
Ratnapura,2016,3,March,10,31.3,7
Ratnapura,2016,3,March,11,31.9,7
Ratnapura,2016,3,March,12,32.2,7
Ratnapura,2016,3,March,13,32.1,7
Ratnapura,2017,3,March,9,30.5,4
Ratnapura,2017,3,March,10,31.5,7
Ratnapura,2017,3,March,11,31.0,7
Ratnapura,2017,3,March,12,32.2,7
Ratnapura,2017,3,March,13,31.7,6
Ratnapura,2018,2,February,5,31.1,4
Ratnapura,2018,2,February,6,30.7,7
Ratnapura,2018,2,February,7,32.3,7
Ratnapura,2018,2,February,8,32.7,7
Ratnapura,2018,2,February,9,30.0,3
Ratnapura,2019,4,April,13,33.4,1
Ratnapura,2019,4,April,14,34.2,7
Ratnapura,2019,4,April,15,32.9,7
Ratnapura,2019,4,April,16,32.0,7
Ratnapura,2019,4,April,17,31.0,7
Ratnapura,2019,4,April,18,27.5,1
Ratnapura,2020,3,March,9,34.9,3
Ratnapura,2020,3,March,10,34.1,7
Ratnapura,2020,3,March,11,34.8,7
Ratnapura,2020,3,March,12,32.7,7
Ratnapura,2020,3,March,13,33.7,7
Ratnapura,2021,4,April,13,30.1,1
Ratnapura,2021,4,April,14,31.6,7
Ratnapura,2021,4,April,15,30.8,7
Ratnapura,2021,4,April,16,30.0,7
Ratnapura,2021,4,April,17,31.1,7
Ratnapura,2021,4,April,18,29.9,1
Ratnapura,2022,3,March,9,31.5,4
Ratnapura,2022,3,March,10,33.2,7
Ratnapura,2022,3,March,11,30.8,7
Ratnapura,2022,3,March,12,30.9,7
Ratnapura,2022,3,March,13,32.4,6
Ratnapura,2023,4,April,13,32.0,1
Ratnapura,2023,4,April,14,32.0,7
Ratnapura,2023,4,April,15,32.6,7
Ratnapura,2023,4,April,16,33.2,7
Ratnapura,2023,4,April,17,31.6,7
Ratnapura,2023,4,April,18,30.7,1
Ratnapura,2024,3,March,9,33.3,3
Ratnapura,2024,3,March,10,33.5,7
Ratnapura,2024,3,March,11,34.7,7
Ratnapura,2024,3,March,12,35.0,7
Ratnapura,2024,3,March,13,32.7,7
Trincomalee,2010,6,June,22,36.1,3
Trincomalee,2010,6,June,23,36.4,7
Trincomalee,2010,6,June,24,35.2,7
Trincomalee,2010,6,June,25,34.5,7
Trincomalee,2010,6,June,26,35.6,6
Trincomalee,2011,6,June,22,33.9,3
Trincomalee,2011,6,June,23,35.1,7
Trincomalee,2011,6,June,24,34.5,7
Trincomalee,2011,6,June,25,35.4,7
Trincomalee,2011,6,June,26,35.4,6
Trincomalee,2012,5,May,18,34.2,5
Trincomalee,2012,5,May,19,35.3,7
Trincomalee,2012,5,May,20,36.2,7
Trincomalee,2012,5,May,21,36.6,7
Trincomalee,2012,5,May,22,35.9,5
Trincomalee,2013,5,May,18,32.6,6
Trincomalee,2013,5,May,19,35.2,7
Trincomalee,2013,5,May,20,35.3,7
Trincomalee,2013,5,May,21,35.2,7
Trincomalee,2013,5,May,22,34.4,4
Trincomalee,2014,6,June,22,35.2,3
Trincomalee,2014,6,June,23,35.0,7
Trincomalee,2014,6,June,24,36.1,7
Trincomalee,2014,6,June,25,35.5,7
Trincomalee,2014,6,June,26,35.5,6
Trincomalee,2015,7,July,26,34.3,1
Trincomalee,2015,7,July,27,34.9,7
Trincomalee,2015,7,July,28,35.1,7
Trincomalee,2015,7,July,29,34.2,7
Trincomalee,2015,7,July,30,35.0,7
Trincomalee,2015,7,July,31,34.2,2
Trincomalee,2016,9,September,35,32.8,1
Trincomalee,2016,9,September,36,34.4,7
Trincomalee,2016,9,September,37,35.1,7
Trincomalee,2016,9,September,38,34.7,7
Trincomalee,2016,9,September,39,35.4,7
Trincomalee,2016,9,September,40,34.0,1
Trincomalee,2017,7,July,26,35.7,1
Trincomalee,2017,7,July,27,37.7,7
Trincomalee,2017,7,July,28,35.1,7
Trincomalee,2017,7,July,29,37.9,7
Trincomalee,2017,7,July,30,37.4,7
Trincomalee,2017,7,July,31,35.2,2
Trincomalee,2018,7,July,26,34.6,1
Trincomalee,2018,7,July,27,36.0,7
Trincomalee,2018,7,July,28,36.5,7
Trincomalee,2018,7,July,29,37.9,7
Trincomalee,2018,7,July,30,36.9,7
Trincomalee,2018,7,July,31,34.6,2
Trincomalee,2019,5,May,18,38.1,6
Trincomalee,2019,5,May,19,38.8,7
Trincomalee,2019,5,May,20,38.3,7
Trincomalee,2019,5,May,21,37.2,7
Trincomalee,2019,5,May,22,38.1,4
Trincomalee,2020,8,August,31,32.9,4
Trincomalee,2020,8,August,32,35.0,7
Trincomalee,2020,8,August,33,36.7,7
Trincomalee,2020,8,August,34,36.7,7
Trincomalee,2020,8,August,35,35.9,6
Trincomalee,2021,6,June,22,35.8,3
Trincomalee,2021,6,June,23,34.4,7
Trincomalee,2021,6,June,24,34.9,7
Trincomalee,2021,6,June,25,36.7,7
Trincomalee,2021,6,June,26,36.1,6
Trincomalee,2022,5,May,18,35.3,6
Trincomalee,2022,5,May,19,35.2,7
Trincomalee,2022,5,May,20,34.2,7
Trincomalee,2022,5,May,21,35.4,7
Trincomalee,2022,5,May,22,34.2,4
Trincomalee,2023,8,August,31,37.4,5
Trincomalee,2023,8,August,32,37.5,7
Trincomalee,2023,8,August,33,36.3,7
Trincomalee,2023,8,August,34,37.1,7
Trincomalee,2023,8,August,35,37.0,5
Trincomalee,2024,5,May,18,37.1,5
Trincomalee,2024,5,May,19,38.1,7
Trincomalee,2024,5,May,20,32.8,7
Trincomalee,2024,5,May,21,33.2,7
Trincomalee,2024,5,May,22,35.7,5
Vavuniya,2010,3,March,9,34.6,4
Vavuniya,2010,3,March,10,36.1,7
Vavuniya,2010,3,March,11,36.3,7
Vavuniya,2010,3,March,12,36.6,7
Vavuniya,2010,3,March,13,33.9,6
Vavuniya,2011,6,June,22,32.5,3
Vavuniya,2011,6,June,23,34.2,7
Vavuniya,2011,6,June,24,34.0,7
Vavuniya,2011,6,June,25,36.4,7
Vavuniya,2011,6,June,26,35.6,6
Vavuniya,2012,5,May,18,32.9,5
Vavuniya,2012,5,May,19,36.1,7
Vavuniya,2012,5,May,20,36.6,7
Vavuniya,2012,5,May,21,36.1,7
Vavuniya,2012,5,May,22,35.3,5
Vavuniya,2013,4,April,13,33.9,1
Vavuniya,2013,4,April,14,36.5,7
Vavuniya,2013,4,April,15,36.0,7
Vavuniya,2013,4,April,16,36.2,7
Vavuniya,2013,4,April,17,33.7,7
Vavuniya,2013,4,April,18,33.8,1
Vavuniya,2014,6,June,22,34.5,3
Vavuniya,2014,6,June,23,34.7,7
Vavuniya,2014,6,June,24,36.1,7
Vavuniya,2014,6,June,25,35.3,7
Vavuniya,2014,6,June,26,35.5,6
Vavuniya,2015,7,July,26,33.1,1
Vavuniya,2015,7,July,27,34.2,7
Vavuniya,2015,7,July,28,35.1,7
Vavuniya,2015,7,July,29,34.0,7
Vavuniya,2015,7,July,30,34.9,7
Vavuniya,2015,7,July,31,32.9,2
Vavuniya,2016,4,April,14,35.6,7
Vavuniya,2016,4,April,15,36.4,7
Vavuniya,2016,4,April,16,35.2,7
Vavuniya,2016,4,April,17,36.4,7
Vavuniya,2016,4,April,18,36.7,2
Vavuniya,2017,4,April,13,35.0,1
Vavuniya,2017,4,April,14,36.7,7
Vavuniya,2017,4,April,15,36.9,7
Vavuniya,2017,4,April,16,38.1,7
Vavuniya,2017,4,April,17,39.3,7
Vavuniya,2017,4,April,18,38.1,1
Vavuniya,2018,7,July,26,34.4,1
Vavuniya,2018,7,July,27,35.8,7
Vavuniya,2018,7,July,28,34.8,7
Vavuniya,2018,7,July,29,35.9,7
Vavuniya,2018,7,July,30,37.0,7
Vavuniya,2018,7,July,31,32.5,2
Vavuniya,2019,5,May,18,35.3,6
Vavuniya,2019,5,May,19,37.6,7
Vavuniya,2019,5,May,20,36.6,7
Vavuniya,2019,5,May,21,35.5,7
Vavuniya,2019,5,May,22,37.3,4
Vavuniya,2020,4,April,14,35.8,7
Vavuniya,2020,4,April,15,36.6,7
Vavuniya,2020,4,April,16,35.2,7
Vavuniya,2020,4,April,17,36.0,7
Vavuniya,2020,4,April,18,34.3,2
Vavuniya,2021,8,August,31,36.4,5
Vavuniya,2021,8,August,32,35.5,7
Vavuniya,2021,8,August,33,34.8,7
Vavuniya,2021,8,August,34,34.4,7
Vavuniya,2021,8,August,35,34.6,5
Vavuniya,2022,7,July,26,35.1,1
Vavuniya,2022,7,July,27,36.9,7
Vavuniya,2022,7,July,28,34.3,7
Vavuniya,2022,7,July,29,35.1,7
Vavuniya,2022,7,July,30,33.9,7
Vavuniya,2022,7,July,31,33.8,2
Vavuniya,2023,8,August,31,37.8,5
Vavuniya,2023,8,August,32,38.7,7
Vavuniya,2023,8,August,33,35.0,7
Vavuniya,2023,8,August,34,37.9,7
Vavuniya,2023,8,August,35,36.4,5
Vavuniya,2024,4,April,14,39.4,7
Vavuniya,2024,4,April,15,38.9,7
Vavuniya,2024,4,April,16,38.0,7
Vavuniya,2024,4,April,17,39.0,7
Vavuniya,2024,4,April,18,37.3,2
Welimada,2010,3,March,9,27.6,4
Welimada,2010,3,March,10,29.0,7
Welimada,2010,3,March,11,28.4,7
Welimada,2010,3,March,12,28.5,7
Welimada,2010,3,March,13,26.5,6
Welimada,2011,6,June,22,27.7,3
Welimada,2011,6,June,23,28.8,7
Welimada,2011,6,June,24,28.7,7
Welimada,2011,6,June,25,29.9,7
Welimada,2011,6,June,26,29.6,6
Welimada,2012,6,June,22,29.7,2
Welimada,2012,6,June,23,29.7,7
Welimada,2012,6,June,24,29.6,7
Welimada,2012,6,June,25,28.8,7
Welimada,2012,6,June,26,29.6,7
Welimada,2013,8,August,31,28.1,5
Welimada,2013,8,August,32,27.5,7
Welimada,2013,8,August,33,28.5,7
Welimada,2013,8,August,34,29.3,7
Welimada,2013,8,August,35,28.5,5
Welimada,2014,7,July,26,29.2,1
Welimada,2014,7,July,27,30.4,7
Welimada,2014,7,July,28,28.6,7
Welimada,2014,7,July,29,30.3,7
Welimada,2014,7,July,30,29.6,7
Welimada,2014,7,July,31,29.6,2
Welimada,2015,7,July,26,27.3,1
Welimada,2015,7,July,27,29.3,7
Welimada,2015,7,July,28,28.9,7
Welimada,2015,7,July,29,28.4,7
Welimada,2015,7,July,30,29.0,7
Welimada,2015,7,July,31,29.1,2
Welimada,2016,9,September,35,27.1,1
Welimada,2016,9,September,36,30.0,7
Welimada,2016,9,September,37,29.7,7
Welimada,2016,9,September,38,30.3,7
Welimada,2016,9,September,39,30.9,7
Welimada,2016,9,September,40,29.1,1
Welimada,2017,7,July,26,28.3,1
Welimada,2017,7,July,27,29.7,7
Welimada,2017,7,July,28,29.1,7
Welimada,2017,7,July,29,29.9,7
Welimada,2017,7,July,30,30.0,7
Welimada,2017,7,July,31,28.6,2
Welimada,2018,9,September,35,27.5,2
Welimada,2018,9,September,36,30.1,7
Welimada,2018,9,September,37,28.0,7
Welimada,2018,9,September,38,27.5,7
Welimada,2018,9,September,39,24.8,7
Welimada,2019,7,July,26,29.3,1
Welimada,2019,7,July,27,31.0,7
Welimada,2019,7,July,28,29.1,7
Welimada,2019,7,July,29,27.8,7
Welimada,2019,7,July,30,30.3,7
Welimada,2019,7,July,31,29.8,2
Welimada,2020,6,June,22,27.6,2
Welimada,2020,6,June,23,28.7,7
Welimada,2020,6,June,24,28.4,7
Welimada,2020,6,June,25,29.0,7
Welimada,2020,6,June,26,27.9,7
Welimada,2021,9,September,35,26.0,2
Welimada,2021,9,September,36,26.9,7
Welimada,2021,9,September,37,28.2,7
Welimada,2021,9,September,38,26.5,7
Welimada,2021,9,September,39,26.0,7
Welimada,2022,5,May,18,26.7,6
Welimada,2022,5,May,19,28.4,7
Welimada,2022,5,May,20,26.9,7
Welimada,2022,5,May,21,27.0,7
Welimada,2022,5,May,22,26.5,4
Welimada,2023,8,August,31,30.8,5
Welimada,2023,8,August,32,29.7,7
Welimada,2023,8,August,33,28.9,7
Welimada,2023,8,August,34,30.0,7
Welimada,2023,8,August,35,28.9,5
Welimada,2024,5,May,18,29.7,5
Welimada,2024,5,May,19,30.2,7
Welimada,2024,5,May,20,26.6,7
Welimada,2024,5,May,21,27.4,7
Welimada,2024,5,May,22,27.6,5
